trial_id,loss,valid_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.encoder_class,config.decoder_class,config.hidden_dim,config.batch_size,config.epochs,config.lr,config.gamma,config.lambda_r,config.lambda_d,config.lambda_p
fc968_00014,821.428466796875,1.482070803642273,54.54858613014221,True,,,100,32d6f481faac4c16b0c7809df76a005c,2021-12-13_14-58-19,1639407499,5541.90393614769,908,Jasons-MacBook-Pro.local,127.0.0.1,5541.90393614769,0,100,"14_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.96918,hidden_dim=16,lambda_d=0.14923,lambda_p=3.9417,lambda_r=8.8139,lr=0.00021455",lstm,lstm,16,64,100,0.00021455430943287146,0.9691768795446445,8.813946508174197,0.14922709078425903,3.9417190873209815
fc968_00010,4151.70068359375,1.2977207899093628,54.10164523124695,True,,,100,a220c5629e874c4daff2b08025880fcc,2021-12-13_14-58-00,1639407480,5525.144874095917,912,Jasons-MacBook-Pro.local,127.0.0.1,5525.144874095917,0,100,"10_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.97233,hidden_dim=4,lambda_d=50.235,lambda_p=2.6018,lambda_r=50.524,lr=0.00070395",lstm,lstm,4,64,100,0.0007039490946860313,0.9723281296315989,50.52440212586757,50.23486579421416,2.6017637764899404
fc968_00015,47841.6328125,32.08440017700195,55.3066189289093,True,,,8,de7e3c623c1346f185671475cac36f43,2021-12-13_14-56-21,1639407381,457.5090808868408,905,Jasons-MacBook-Pro.local,127.0.0.1,457.5090808868408,0,8,"15_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.94121,hidden_dim=64,lambda_d=83.825,lambda_p=0.093878,lambda_r=2.1114,lr=0.78572",lstm,lstm,64,64,100,0.7857166583582108,0.9412050996500683,2.111411865306974,83.82546833967614,0.09387756295436032
fc968_00011,9.682004928588867,1.2184457778930664,55.55219101905823,True,,,6,d0ed7627df6d469bb54305df5826a146,2021-12-13_14-54-49,1639407289,348.39049077033997,906,Jasons-MacBook-Pro.local,127.0.0.1,348.39049077033997,0,6,"11_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.73163,hidden_dim=16,lambda_d=1.8354,lambda_p=1.51,lambda_r=0.016767,lr=0.12006",lstm,lstm,16,64,100,0.12006225389980603,0.7316286158287754,0.016766973886502303,1.8353804669600553,1.5099648521353044
fc968_00007,26.665861129760742,1.3573212623596191,55.59163808822632,True,,,12,6a9db82accad4a39ac511104127e2a43,2021-12-13_14-48-59,1639406939,679.8159599304199,902,Jasons-MacBook-Pro.local,127.0.0.1,679.8159599304199,0,12,"7_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.95711,hidden_dim=64,lambda_d=0.11807,lambda_p=0.49999,lambda_r=0.31144,lr=0.0019442",lstm,lstm,64,64,100,0.0019442165706171335,0.9571147001555443,0.3114372937079659,0.11807320302662642,0.4999898564145072
fc968_00016,85.31047058105469,1.5118954181671143,55.28953194618225,True,,,31,c7960ca5a0a04ca99e8d3fcf29a0e355,2021-12-13_14-48-42,1639406922,1731.4447629451752,909,Jasons-MacBook-Pro.local,127.0.0.1,1731.4447629451752,0,31,"16_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.60059,hidden_dim=4,lambda_d=23.493,lambda_p=0.17083,lambda_r=0.098119,lr=0.05571",lstm,lstm,4,64,100,0.055709628146713444,0.600591612820018,0.09811882915958446,23.492682446852957,0.17082575328991426
fc968_00012,290.77264404296875,1.5156956911087036,55.34390687942505,True,,,43,6810748793bd4467bd0c738957b73963,2021-12-13_14-37-38,1639406258,2394.9041130542755,907,Jasons-MacBook-Pro.local,127.0.0.1,2394.9041130542755,0,43,"12_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.74526,hidden_dim=16,lambda_d=0.028003,lambda_p=12.711,lambda_r=2.2824,lr=0.0021373",lstm,lstm,16,64,100,0.0021373282423563303,0.7452624919774649,2.282406845295036,0.028003470666869253,12.711087942941763
fc968_00000,2707.97021484375,1.7841198444366455,54.95744800567627,True,,,58,3e59f494e9bb4079aba12c1513e1c933,2021-12-13_14-19-46,1639405186,3226.492133140564,911,Jasons-MacBook-Pro.local,127.0.0.1,3226.492133140564,0,58,"0_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.84417,hidden_dim=64,lambda_d=0.051065,lambda_p=15.06,lambda_r=30.18,lr=0.00025588",lstm,lstm,64,64,100,0.0002558813794143501,0.8441739868064262,30.180165502201113,0.051064647440991505,15.05982811776367
fc968_00006,125.77855682373047,1.6979392766952515,55.44846534729004,True,,,34,877eab9c93374645adb211b0dd7f5a53,2021-12-13_13-57-38,1639403858,1900.24369931221,910,Jasons-MacBook-Pro.local,127.0.0.1,1900.24369931221,0,34,"6_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.62999,hidden_dim=16,lambda_d=1.3708,lambda_p=1.232,lambda_r=1.233,lr=0.015831",lstm,lstm,16,64,100,0.015831355986749528,0.6299867095933321,1.2329771849305804,1.3707674593359398,1.2319915281113651
d23fac8a,86.83525848388672,1.4745397567749023,50.649211168289185,True,,,30,a02e78ee6c0b4d43ab673c15e562d8d5,2021-12-13_16-47-37,1639414057,1526.3614058494568,44660,Jasons-MacBook-Pro.local,127.0.0.1,1526.3614058494568,0,30,"3_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.60157,hidden_dim=64,lambda_d=0.024501,lambda_p=14.769,lambda_r=0.17574,lr=0.005853",lstm,lstm,64,64,100,0.0058529692250182735,0.6015702452221491,0.17573794965132522,0.024500627875793716,14.768578825102082
