trial_id,loss,valid_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.encoder_class,config.decoder_class,config.hidden_dim,config.batch_size,config.epochs,config.lr,config.gamma,config.lambda_r,config.lambda_d,config.lambda_p
3f0d8_00000,2.9492156505584717,0.8417437672615051,0.17182183265686035,True,,,4,bf4574fe0ad844a8a4904adde5e009c4,2021-12-17_10-37-33,1639737453,40.28766679763794,16755,Jasons-MacBook-Pro.local,127.0.0.1,40.28766679763794,0,4,"0_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.84417,hidden_dim=16,lambda_d=0.022597,lambda_p=0.38807,lambda_r=0.54936,lr=0.00025588",lstm,lstm,16,64,100,0.0002558813794143501,0.8441739868064262,0.549364774100061,0.022597488232321654,0.38806994366690745
3f0d8_00001,3.8810224533081055,0.7794676423072815,0.1734752655029297,True,,,4,4a57adbf96954c229097549a3fa855a3,2021-12-17_10-37-35,1639737455,40.2014901638031,16753,Jasons-MacBook-Pro.local,127.0.0.1,40.2014901638031,0,4,"1_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.56466,hidden_dim=8,lambda_d=0.027819,lambda_p=0.045909,lambda_r=0.88279,lr=0.050462",lstm,lstm,8,64,100,0.05046239341602714,0.5646645717696945,0.8827949825641787,0.027819206577302556,0.045908891855551755
3f0d8_00002,0.20331215858459473,0.8585986495018005,0.051550865173339844,True,,,32,1fd58c21ce6b4d88af23fef4d38603a0,2021-12-17_10-37-38,1639737458,43.05938100814819,16756,Jasons-MacBook-Pro.local,127.0.0.1,43.05938100814819,0,32,"2_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.79413,hidden_dim=16,lambda_d=0.025875,lambda_p=0.11302,lambda_r=0.014981,lr=0.00018228",lstm,lstm,16,64,100,0.00018228181179499484,0.7941334576784151,0.014981050235827268,0.0258749379290556,0.11301804600370664
3f0d8_00003,0.5907096862792969,0.8169099688529968,0.046576738357543945,True,,,29,d204648b34cb47f3a9783efee23b7382,2021-12-17_10-37-38,1639737458,43.27511668205261,16751,Jasons-MacBook-Pro.local,127.0.0.1,43.27511668205261,0,29,"3_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.60157,hidden_dim=16,lambda_d=0.015653,lambda_p=0.3843,lambda_r=0.041921,lr=0.005853",lstm,lstm,16,64,100,0.0058529692250182735,0.6015702452221491,0.04192111039217894,0.015652676408778706,0.3842990869765642
3f0d8_00004,1.1986043453216553,0.8801334500312805,0.1738722324371338,True,,,4,261695fcbec34ef484e10c2bae4ad070,2021-12-17_10-38-19,1639737499,43.49413824081421,16754,Jasons-MacBook-Pro.local,127.0.0.1,43.49413824081421,0,4,"4_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.54257,hidden_dim=16,lambda_d=0.017101,lambda_p=0.77668,lambda_r=0.091546,lr=0.00056992",lstm,lstm,16,64,100,0.0005699223742439994,0.5425709587850358,0.09154612448445548,0.017100899863713073,0.7766787996116704
3f0d8_00005,4.434403896331787,0.8132368922233582,0.1680459976196289,True,,,4,0a034ce633074c7ba0d0a5064958f9ae,2021-12-17_10-38-19,1639737499,42.70520901679993,16752,Jasons-MacBook-Pro.local,127.0.0.1,42.70520901679993,0,4,"5_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.86069,hidden_dim=4,lambda_d=0.11361,lambda_p=0.33335,lambda_r=0.88891,lr=0.0012395",lstm,lstm,4,64,100,0.0012394775132262559,0.8606938286434054,0.8889132492757149,0.11360896351019134,0.33335028515078374
3f0d8_00006,0.6563916206359863,0.8844075798988342,0.0481867790222168,True,,,27,c6fb336bf3ab4330bbb5765b980bd053,2021-12-17_10-38-27,1639737507,45.055272817611694,16750,Jasons-MacBook-Pro.local,127.0.0.1,45.055272817611694,0,27,"6_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.62999,hidden_dim=8,lambda_d=0.11708,lambda_p=0.111,lambda_r=0.11104,lr=0.015831",lstm,lstm,8,64,100,0.015831355986749528,0.6299867095933321,0.11103950580449203,0.11707977875516938,0.1109951137713443
3f0d8_00007,0.3487435281276703,0.7690687775611877,0.04565095901489258,True,,,100,51db88e141a14cb0a3eab22d8b7a91de,2021-12-17_10-38-31,1639737511,48.78870916366577,16748,Jasons-MacBook-Pro.local,127.0.0.1,48.78870916366577,0,100,"7_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.95711,hidden_dim=16,lambda_d=0.034362,lambda_p=0.07071,lambda_r=0.055807,lr=0.0019442",lstm,lstm,16,64,100,0.0019442165706171335,0.9571147001555443,0.05580656715010932,0.03436178153510475,0.0707099608552082
3f0d8_00008,3.9467551708221436,0.7837842702865601,0.04258608818054199,True,,,22,24507748d83e4aec80a970bd55b537ed,2021-12-17_10-39-06,1639737546,45.591919898986816,16749,Jasons-MacBook-Pro.local,127.0.0.1,45.591919898986816,0,22,"8_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.59942,hidden_dim=16,lambda_d=0.030461,lambda_p=0.085629,lambda_r=0.84023,lr=0.0058478",lstm,lstm,16,64,100,0.005847804705205936,0.5994193376045336,0.8402308098580069,0.03046125691386662,0.08562876094189116
3f0d8_00009,3.8902838230133057,0.707430899143219,0.04350399971008301,True,,,25,0ac420c1304c4fb5809da376b04289ab,2021-12-17_10-39-07,1639737547,45.690277099609375,16746,Jasons-MacBook-Pro.local,127.0.0.1,45.690277099609375,0,25,"9_batch_size=64,decoder_class=lstm,encoder_class=lstm,epochs=100,gamma=0.54145,hidden_dim=8,lambda_d=0.18578,lambda_p=0.081336,lambda_r=0.81409,lr=0.021089",lstm,lstm,8,64,100,0.021089349603692895,0.5414490354773233,0.8140857124190418,0.18578403733358084,0.08133643134459581
